"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"Count"	"Ontology"
"HIPPO"	"GO:0106106"	"cold-induced thermogenesis"	"8/914"	"98/11810"	0.491431149045772	0.789880203032473	0.660111054843802	8	"BP"
"HIPPO"	"GO:0120161"	"regulation of cold-induced thermogenesis"	"8/914"	"98/11810"	0.491431149045772	0.789880203032473	0.660111054843802	8	"BP"
"HIPPO"	"GO:0051147"	"regulation of muscle cell differentiation"	"9/914"	"111/11810"	0.492896885023949	0.791957916386795	0.661847421382321	9	"BP"
"HIPPO"	"GO:0030307"	"positive regulation of cell growth"	"10/914"	"124/11810"	0.494170021322292	0.793724821892176	0.663324042587016	10	"BP"
"HIPPO"	"GO:0002931"	"response to ischemia"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0006111"	"regulation of gluconeogenesis"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0009409"	"response to cold"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0030865"	"cortical cytoskeleton organization"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0043388"	"positive regulation of DNA binding"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0050919"	"negative chemotaxis"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0061371"	"determination of heart left/right asymmetry"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0071349"	"cellular response to interleukin-12"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0090278"	"negative regulation of peptide hormone secretion"	"3/914"	"34/11810"	0.49594847175374	0.794072850505638	0.663614893698699	3	"BP"
"HIPPO"	"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"3/960"	"34/12395"	0.496457359911014	0.994700537663434	0.832755056571674	3	"CC"
"HIPPO"	"GO:0010596"	"negative regulation of endothelial cell migration"	"4/914"	"47/11810"	0.498374391366852	0.797120312790883	0.666161689448215	4	"BP"
"HIPPO"	"GO:0010823"	"negative regulation of mitochondrion organization"	"4/914"	"47/11810"	0.498374391366852	0.797120312790883	0.666161689448215	4	"BP"
"HIPPO"	"GO:1901264"	"carbohydrate derivative transport"	"4/914"	"47/11810"	0.498374391366852	0.797120312790883	0.666161689448215	4	"BP"
"HIPPO"	"GO:0042826"	"histone deacetylase binding"	"7/902"	"85/11561"	0.498440778277269	0.944346766905419	0.844434676099636	7	"MF"
"HIPPO"	"GO:0008324"	"cation transmembrane transporter activity"	"33/902"	"418/11561"	0.498644045313613	0.944346766905419	0.844434676099636	33	"MF"
"HIPPO"	"GO:1903320"	"regulation of protein modification by small protein conjugation or removal"	"15/914"	"189/11810"	0.498846686455195	0.797596938231647	0.666560010258459	15	"BP"
"HIPPO"	"GO:0090068"	"positive regulation of cell cycle process"	"16/914"	"202/11810"	0.49957182999437	0.798477364322122	0.667295791447891	16	"BP"
"HIPPO"	"GO:1903038"	"negative regulation of leukocyte cell-cell adhesion"	"5/914"	"60/11810"	0.50001508406219	0.798906782356348	0.667654660540259	5	"BP"
"HIPPO"	"GO:0015078"	"proton transmembrane transporter activity"	"8/902"	"98/11561"	0.500808257481441	0.944346766905419	0.844434676099636	8	"MF"
"HIPPO"	"GO:0002831"	"regulation of response to biotic stimulus"	"6/914"	"73/11810"	0.501264465901637	0.800623454089316	0.669089300861816	6	"BP"
"HIPPO"	"GO:0005544"	"calcium-dependent phospholipid binding"	"3/902"	"34/11561"	0.501513048769721	0.944346766905419	0.844434676099636	3	"MF"
"HIPPO"	"GO:0030544"	"Hsp70 protein binding"	"3/902"	"34/11561"	0.501513048769721	0.944346766905419	0.844434676099636	3	"MF"
"HIPPO"	"GO:0030134"	"COPII-coated ER to Golgi transport vesicle"	"6/960"	"73/12395"	0.502003715708804	0.999983533713631	0.83717793713529	6	"CC"
"HIPPO"	"GO:0097014"	"ciliary plasm"	"7/960"	"86/12395"	0.503085233012408	0.999983533713631	0.83717793713529	7	"CC"
"HIPPO"	"GO:0048002"	"antigen processing and presentation of peptide antigen"	"8/914"	"99/11810"	0.50315224431905	0.803078015348438	0.671140603091847	8	"BP"
"HIPPO"	"GO:0050851"	"antigen receptor-mediated signaling pathway"	"8/914"	"99/11810"	0.50315224431905	0.803078015348438	0.671140603091847	8	"BP"
"HIPPO"	"GO:0007269"	"neurotransmitter secretion"	"11/914"	"138/11810"	0.505223233629746	0.805821372286413	0.673433254857503	11	"BP"
"HIPPO"	"GO:0099643"	"signal release from synapse"	"11/914"	"138/11810"	0.505223233629746	0.805821372286413	0.673433254857503	11	"BP"
"HIPPO"	"GO:0031334"	"positive regulation of protein complex assembly"	"15/914"	"190/11810"	0.507315169295117	0.808876032994583	0.675986066403506	15	"BP"
"HIPPO"	"GO:0034765"	"regulation of ion transmembrane transport"	"24/914"	"307/11810"	0.510808159221773	0.812266182482673	0.678819249392609	24	"BP"
"HIPPO"	"GO:0035601"	"protein deacylation"	"8/914"	"100/11810"	0.514789386849808	0.812266182482673	0.678819249392609	8	"BP"
"HIPPO"	"GO:0001738"	"morphogenesis of a polarized epithelium"	"6/914"	"74/11810"	0.51479864422535	0.812266182482673	0.678819249392609	6	"BP"
"HIPPO"	"GO:0005976"	"polysaccharide metabolic process"	"6/914"	"74/11810"	0.51479864422535	0.812266182482673	0.678819249392609	6	"BP"
"HIPPO"	"GO:0006165"	"nucleoside diphosphate phosphorylation"	"6/914"	"74/11810"	0.51479864422535	0.812266182482673	0.678819249392609	6	"BP"
"HIPPO"	"GO:0043266"	"regulation of potassium ion transport"	"6/914"	"74/11810"	0.51479864422535	0.812266182482673	0.678819249392609	6	"BP"
"HIPPO"	"GO:0045580"	"regulation of T cell differentiation"	"5/914"	"61/11810"	0.514932876943801	0.812266182482673	0.678819249392609	5	"BP"
"HIPPO"	"GO:0042306"	"regulation of protein import into nucleus"	"4/914"	"48/11810"	0.515216028324922	0.812266182482673	0.678819249392609	4	"BP"
"HIPPO"	"GO:0051851"	"modification by host of symbiont morphology or physiology"	"4/914"	"48/11810"	0.515216028324922	0.812266182482673	0.678819249392609	4	"BP"
"HIPPO"	"GO:0006101"	"citrate metabolic process"	"3/914"	"35/11810"	0.515731287201172	0.812266182482673	0.678819249392609	3	"BP"
"HIPPO"	"GO:0010972"	"negative regulation of G2/M transition of mitotic cell cycle"	"3/914"	"35/11810"	0.515731287201172	0.812266182482673	0.678819249392609	3	"BP"
"HIPPO"	"GO:0032649"	"regulation of interferon-gamma production"	"3/914"	"35/11810"	0.515731287201172	0.812266182482673	0.678819249392609	3	"BP"
"HIPPO"	"GO:0050885"	"neuromuscular process controlling balance"	"3/914"	"35/11810"	0.515731287201172	0.812266182482673	0.678819249392609	3	"BP"
"HIPPO"	"GO:0070671"	"response to interleukin-12"	"3/914"	"35/11810"	0.515731287201172	0.812266182482673	0.678819249392609	3	"BP"
"HIPPO"	"GO:0090311"	"regulation of protein deacetylation"	"3/914"	"35/11810"	0.515731287201172	0.812266182482673	0.678819249392609	3	"BP"
"HIPPO"	"GO:0090317"	"negative regulation of intracellular protein transport"	"3/914"	"35/11810"	0.515731287201172	0.812266182482673	0.678819249392609	3	"BP"
"HIPPO"	"GO:0012507"	"ER to Golgi transport vesicle membrane"	"4/960"	"48/12395"	0.515813778913518	0.999983533713631	0.83717793713529	4	"CC"
"HIPPO"	"GO:0006884"	"cell volume homeostasis"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0006929"	"substrate-dependent cell migration"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0007140"	"male meiotic nuclear division"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0008053"	"mitochondrial fusion"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0008608"	"attachment of spindle microtubules to kinetochore"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0010971"	"positive regulation of G2/M transition of mitotic cell cycle"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0015985"	"energy coupled proton transport, down electrochemical gradient"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0015986"	"ATP synthesis coupled proton transport"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0018279"	"protein N-linked glycosylation via asparagine"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0031063"	"regulation of histone deacetylation"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0033198"	"response to ATP"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0034390"	"smooth muscle cell apoptotic process"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0034391"	"regulation of smooth muscle cell apoptotic process"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0034629"	"cellular protein-containing complex localization"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0042491"	"inner ear auditory receptor cell differentiation"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0043029"	"T cell homeostasis"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0048246"	"macrophage chemotaxis"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0048741"	"skeletal muscle fiber development"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0048753"	"pigment granule organization"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0060323"	"head morphogenesis"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0097421"	"liver regeneration"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0099632"	"protein transport within plasma membrane"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0099637"	"neurotransmitter receptor transport"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:1901661"	"quinone metabolic process"	"2/914"	"22/11810"	0.51654165013649	0.812266182482673	0.678819249392609	2	"BP"
"HIPPO"	"GO:0000030"	"mannosyltransferase activity"	"2/902"	"22/11561"	0.521026445486067	0.944346766905419	0.844434676099636	2	"MF"
"HIPPO"	"GO:0004709"	"MAP kinase kinase kinase activity"	"2/902"	"22/11561"	0.521026445486067	0.944346766905419	0.844434676099636	2	"MF"
"HIPPO"	"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"2/902"	"22/11561"	0.521026445486067	0.944346766905419	0.844434676099636	2	"MF"
"HIPPO"	"GO:0070273"	"phosphatidylinositol-4-phosphate binding"	"2/902"	"22/11561"	0.521026445486067	0.944346766905419	0.844434676099636	2	"MF"
"HIPPO"	"GO:0016763"	"transferase activity, transferring pentosyl groups"	"3/902"	"35/11561"	0.521345163128543	0.944346766905419	0.844434676099636	3	"MF"
"HIPPO"	"GO:0051287"	"NAD binding"	"4/902"	"48/11561"	0.521770256633602	0.944346766905419	0.844434676099636	4	"MF"
"HIPPO"	"GO:0015238"	"drug transmembrane transporter activity"	"5/902"	"61/11561"	0.522310556217044	0.944346766905419	0.844434676099636	5	"MF"
"HIPPO"	"GO:0051219"	"phosphoprotein binding"	"5/902"	"61/11561"	0.522310556217044	0.944346766905419	0.844434676099636	5	"MF"
"HIPPO"	"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"7/902"	"87/11561"	0.523562116078292	0.944346766905419	0.844434676099636	7	"MF"
"HIPPO"	"GO:0043687"	"post-translational protein modification"	"22/914"	"283/11810"	0.524026261634647	0.823752721827601	0.688418669120278	22	"BP"
"HIPPO"	"GO:0009615"	"response to virus"	"14/914"	"179/11810"	0.524266456542074	0.823847288851831	0.688497699760467	14	"BP"
"HIPPO"	"GO:0006367"	"transcription initiation from RNA polymerase II promoter"	"12/914"	"153/11810"	0.52463867865245	0.824149191044837	0.688750002545522	12	"BP"
"HIPPO"	"GO:0007005"	"mitochondrion organization"	"36/914"	"465/11810"	0.525246942486801	0.824821554159094	0.68931190335388	36	"BP"
"HIPPO"	"GO:0005874"	"microtubule"	"26/960"	"335/12395"	0.525831985279282	0.999983533713631	0.83717793713529	26	"CC"
"HIPPO"	"GO:0098732"	"macromolecule deacylation"	"8/914"	"101/11810"	0.526334311039436	0.826245559971341	0.690501959738655	8	"BP"
"HIPPO"	"GO:0006937"	"regulation of muscle contraction"	"7/914"	"88/11810"	0.527126492505688	0.826921779124452	0.691067083078564	7	"BP"
"HIPPO"	"GO:1905477"	"positive regulation of protein localization to membrane"	"7/914"	"88/11810"	0.527126492505688	0.826921779124452	0.691067083078564	7	"BP"
"HIPPO"	"GO:0006625"	"protein targeting to peroxisome"	"5/914"	"62/11810"	0.529662374437482	0.829008711634386	0.692811154160776	5	"BP"
"HIPPO"	"GO:0043574"	"peroxisomal transport"	"5/914"	"62/11810"	0.529662374437482	0.829008711634386	0.692811154160776	5	"BP"
"HIPPO"	"GO:0043620"	"regulation of DNA-templated transcription in response to stress"	"5/914"	"62/11810"	0.529662374437482	0.829008711634386	0.692811154160776	5	"BP"
"HIPPO"	"GO:0072662"	"protein localization to peroxisome"	"5/914"	"62/11810"	0.529662374437482	0.829008711634386	0.692811154160776	5	"BP"
"HIPPO"	"GO:0072663"	"establishment of protein localization to peroxisome"	"5/914"	"62/11810"	0.529662374437482	0.829008711634386	0.692811154160776	5	"BP"
"HIPPO"	"GO:0022029"	"telencephalon cell migration"	"4/914"	"49/11810"	0.531790574084166	0.829008711634386	0.692811154160776	4	"BP"
"HIPPO"	"GO:0005741"	"mitochondrial outer membrane"	"12/960"	"154/12395"	0.535032794358309	0.999983533713631	0.83717793713529	12	"CC"
"HIPPO"	"GO:0006296"	"nucleotide-excision repair, DNA incision, 5'-to lesion"	"3/914"	"36/11810"	0.535089757884391	0.829008711634386	0.692811154160776	3	"BP"
"HIPPO"	"GO:0010761"	"fibroblast migration"	"3/914"	"36/11810"	0.535089757884391	0.829008711634386	0.692811154160776	3	"BP"
"HIPPO"	"GO:0031648"	"protein destabilization"	"3/914"	"36/11810"	0.535089757884391	0.829008711634386	0.692811154160776	3	"BP"
"HIPPO"	"GO:0042149"	"cellular response to glucose starvation"	"3/914"	"36/11810"	0.535089757884391	0.829008711634386	0.692811154160776	3	"BP"
"HIPPO"	"GO:0045773"	"positive regulation of axon extension"	"3/914"	"36/11810"	0.535089757884391	0.829008711634386	0.692811154160776	3	"BP"
"HIPPO"	"GO:0060113"	"inner ear receptor cell differentiation"	"3/914"	"36/11810"	0.535089757884391	0.829008711634386	0.692811154160776	3	"BP"
"HIPPO"	"GO:0070316"	"regulation of G0 to G1 transition"	"3/914"	"36/11810"	0.535089757884391	0.829008711634386	0.692811154160776	3	"BP"
"HIPPO"	"GO:0043195"	"terminal bouton"	"3/960"	"36/12395"	0.535603764461465	0.999983533713631	0.83717793713529	3	"CC"
"HIPPO"	"GO:0003697"	"single-stranded DNA binding"	"7/902"	"88/11561"	0.535945610324703	0.944346766905419	0.844434676099636	7	"MF"
"HIPPO"	"GO:0051259"	"protein complex oligomerization"	"30/914"	"389/11810"	0.536480500739575	0.829008711634386	0.692811154160776	30	"BP"
"HIPPO"	"GO:0046651"	"lymphocyte proliferation"	"9/914"	"115/11810"	0.536519122685101	0.829008711634386	0.692811154160776	9	"BP"
"HIPPO"	"GO:0020037"	"heme binding"	"5/902"	"62/11561"	0.537064310591973	0.944346766905419	0.844434676099636	5	"MF"
"HIPPO"	"GO:1901796"	"regulation of signal transduction by p53 class mediator"	"8/914"	"102/11810"	0.537779136549251	0.829008711634386	0.692811154160776	8	"BP"
"HIPPO"	"GO:0043200"	"response to amino acid"	"7/914"	"89/11810"	0.539369611073676	0.829008711634386	0.692811154160776	7	"BP"
"HIPPO"	"GO:0005070"	"SH3/SH2 adaptor activity"	"3/902"	"36/11561"	0.540738618176661	0.944346766905419	0.844434676099636	3	"MF"
"HIPPO"	"GO:0008535"	"respiratory chain complex IV assembly"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0009649"	"entrainment of circadian clock"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0014912"	"negative regulation of smooth muscle cell migration"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0015695"	"organic cation transport"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0018196"	"peptidyl-asparagine modification"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0046326"	"positive regulation of glucose import"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0048384"	"retinoic acid receptor signaling pathway"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0048512"	"circadian behavior"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0071634"	"regulation of transforming growth factor beta production"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0090051"	"negative regulation of cell migration involved in sprouting angiogenesis"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:1900181"	"negative regulation of protein localization to nucleus"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:1904353"	"regulation of telomere capping"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:1990126"	"retrograde transport, endosome to plasma membrane"	"2/914"	"23/11810"	0.540843264522782	0.829008711634386	0.692811154160776	2	"BP"
"HIPPO"	"GO:0030879"	"mammary gland development"	"6/914"	"76/11810"	0.541428819675195	0.829008711634386	0.692811154160776	6	"BP"
"HIPPO"	"GO:0042752"	"regulation of circadian rhythm"	"6/914"	"76/11810"	0.541428819675195	0.829008711634386	0.692811154160776	6	"BP"
"HIPPO"	"GO:0043279"	"response to alkaloid"	"6/914"	"76/11810"	0.541428819675195	0.829008711634386	0.692811154160776	6	"BP"
"HIPPO"	"GO:0046939"	"nucleotide phosphorylation"	"6/914"	"76/11810"	0.541428819675195	0.829008711634386	0.692811154160776	6	"BP"
"HIPPO"	"GO:0051817"	"modification of morphology or physiology of other organism involved in symbiotic interaction"	"6/914"	"76/11810"	0.541428819675195	0.829008711634386	0.692811154160776	6	"BP"
"HIPPO"	"GO:0031396"	"regulation of protein ubiquitination"	"13/914"	"168/11810"	0.542320591932189	0.829008711634386	0.692811154160776	13	"BP"
"HIPPO"	"GO:0022890"	"inorganic cation transmembrane transporter activity"	"30/902"	"387/11561"	0.543292777309424	0.944346766905419	0.844434676099636	30	"MF"
"HIPPO"	"GO:0031968"	"organelle outer membrane"	"13/960"	"168/12395"	0.54341669361713	0.999983533713631	0.83717793713529	13	"CC"
"HIPPO"	"GO:0046785"	"microtubule polymerization"	"5/914"	"63/11810"	0.544189406840223	0.829008711634386	0.692811154160776	5	"BP"
"HIPPO"	"GO:0051701"	"interaction with host"	"11/914"	"142/11810"	0.544354121996972	0.829008711634386	0.692811154160776	11	"BP"
"HIPPO"	"GO:0003823"	"antigen binding"	"2/902"	"23/11561"	0.545373919595908	0.944346766905419	0.844434676099636	2	"MF"
"HIPPO"	"GO:0004129"	"cytochrome-c oxidase activity"	"2/902"	"23/11561"	0.545373919595908	0.944346766905419	0.844434676099636	2	"MF"
